//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name ST AR-15
ShortName TM2_ZeroXD1
//弹药名称(短名)
consumeBulletType 2
bulletsPerReload 4.2
Ammo TM2_ZeroXD1Ammo
Icon TM2_ZeroXD1
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 45
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 0.7
RandomRecoilRange 0.6
RandomRecoilYawRange 0.6
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 4
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 4.3
//循环时间
ShootDelay 1
ShootSound TM2_Zero1Shoot
ReloadSound TEAR1Reload
Mode BURST
NumBurstRounds 4
BulletSpeed 16.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope None
//ACOGTZY2
ZoomLevel 1.0
FOVZoomLevel 1.3
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TM2_ZeroXD1
Texture Skin_Gun_TM2_ZeroXD1
ModelScale 0.45
//组件设置
Description §9[步枪弹药(2)]§7消耗：4.2%_§a武器种类>§7AAR-攻击步枪
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
NumGenericAttachmentSlots 0
// 2
aimFixedYOffset 0.165
//左右微调
aimSwitchOffset 0
//前后微调
aimFixedOffset 0
//瞄准进度（开机瞄多久后呈现自定义的角度，我一般是步枪0.5比较自然）
aimSwitchProcess 0.5

CasingModel WE_GUN.TE556dk
CasingTexture TE556dk_2403
FlashModel WE_GUN.TEM61Flash
FlashTexture TEARHBFlash_JH
