//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name Win 44
ShortName MoMASky_Black
//弹药名称(短名)
consumeBulletType 2
bulletsPerReload 4
Ammo MoMASkyAmmo
Icon MoMASky_Black
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 51
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 3
RandomRecoilRange 0.2
RandomRecoilYawRange 0.2
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
UseCustomMelee True
Damage 4
NumBullets 8
//这个值越高，子弹时速的越高
Accuracy 3.3
//循环时间
ShootDelay 11
ShootSound SkyBlackShoot
ReloadSound SkyOAReload
Mode SemiAuto
BulletSpeed 25
//20.0
//机瞄设置
Scope CEASGO2
ZoomLevel 1.5
FOVZoomLevel 1.7
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.MoMASky_Black
Texture Skin_Gun_MoMASky_Black
ModelScale 0.35
//组件设置
Description §9[步枪弹药(2)]§7消耗：4%_§a武器种类>§7ASG-突击霰弹枪
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
// 6
//涂装格式“Icon/text”
