//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name MS AWM
ShortName TC_FinalAngel
//弹药名称(短名)
consumeBulletType 3
bulletsPerReload 10
Ammo TC_FinalAngelAmmo
Icon TC_FinalAngel
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ReloadTime 54
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 5.7
RandomRecoilRange 1.8
RandomRecoilYawRange 1.8
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 35.09
//这个值越高，子弹时速的越高
Accuracy 4.2
//循环时间
ShootDelay 23
ShootSound TC_FinalAngelShoot
ReloadSound TC_FinalAngelReload
DistortSound False
Mode SemiAuto
NumBurstRounds 5
BulletSpeed 20
//10.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope two2
ZoomLevel 2.5
FOVZoomLevel 2.2
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TC_FinalAngel
Texture TC_FinalAngel_2403
ModelScale 0.45
//组件设置
Description §d[特种弹药(3)]§7消耗：10%_§a武器种类>§7CLR-光栅步枪
MoveSpeedModifier 0.8
//
AllowAllAttachments false
// 3
