//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name TEMegaArms_AR15
ShortName TEMegaArms_AR15
consumeBulletType 2
bulletsPerReload 4.8
Ammo 30RifleAmmoII
Icon TEMegaArms_AR15
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 50
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1.3
RandomRecoilRange 1.0
RandomRecoilYawRange 1.0
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 7.3
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 2
//循环时间
ShootDelay 2
ShootSound TEMegaArms_AR15Shoot
ReloadSound TEAR1Reload
Mode FullAuto SemiAuto BURST
BulletSpeed 15.0
//6.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope ACOG_TDR2
ZoomLevel 2.0
FOVZoomLevel 2.2
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEMegaArms_AR15
Texture TEMegaArms_AR15_2403
ModelScale 0.45
//组件设置
Description §9[步枪弹药(2)]§7消耗：4.8%_§a武器种类>§7AR-突击步枪_§7[by 020kun]
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments false
AllowScopeAttachments false
AllowStockAttachments false
AllowGripAttachments false
NumGenericAttachmentSlots 0
//NEW2333
ReloadSoundRange 4
GunSoundRange 30
LastShootSound MS_DWShoot
EmptyClickSound MS_DWShoot
// 1
