//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name ST AR-15
ShortName DZA_C7E_B
//弹药名称(短名)
consumeBulletType 2
bulletsPerReload 3.8
Ammo 30RifleAmmo36
Icon DZA_C7E_B
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 45
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1.1
RandomRecoilRange 0.8
RandomRecoilYawRange 0.8
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 4
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 2.3
//循环时间
ShootDelay 2
ShootSound DZA_C7EShoot
ReloadSound TEAR1Reload
Mode FullAuto
//NumBurstRounds 3
BulletSpeed 16.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope RS3
//ACOGTZY2
ZoomLevel 1.4
FOVZoomLevel 1.5
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.DZA_C7E_B
Texture Skin_Gun_DZA_C7E_B
ModelScale 0.45
//组件设置
Description §9[步枪弹药(2)]§7消耗：3.8%_§a武器种类>§7AR-突击步枪
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
NumGenericAttachmentSlots 0
// 2
aimFixedYOffset 0.194
//左右微调
aimSwitchOffset 0
//前后微调
aimFixedOffset 0
//瞄准进度（开机瞄多久后呈现自定义的角度，我一般是步枪0.5比较自然）
aimSwitchProcess 0.5

CasingModel WE_GUN.TE556dk
CasingTexture TE556dk_2403
FlashModel WE_GUN.TEM61Flash
FlashTexture TEARHBFlash_JH4
//TEARHBFlash_JH
