//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name M4A1 战术小队
ShortName TEM4A1
consumeBulletType 2
bulletsPerReload 4.5
Ammo 30RifleAmmo1
Icon TEM4A1
//图标颜色:红色，绿色，蓝色, 最高填写 255.
Colour 255 255 255
ItemID 23805
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 50
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1.5
RandomRecoilRange 1.0
RandomRecoilYawRange 1.0
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 7.3
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 2
//循环时间
ShootDelay 2
ShootSound TEM4A1Shoot
ReloadSound TEAR1Reload
Mode FullAuto SemiAuto
BulletSpeed 12
//6.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope MSAOCG25
ZoomLevel 1.5
FOVZoomLevel 2.0
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEM4A1
Texture TEM4A5_2403
ModelScale 0.45
//组件设置
Description §9[步枪弹药(2)]§7消耗：4.5%_§a武器种类>§7AR-突击步枪
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments MODWH_ALL1 MODWH_ALL2 MODWH_ALL3 M1887ALL_1 M1887ALL_2 PM_AR_5 PM_AR_6 PM_AR_7 PM_AR_8 PM_AR_1 PM_AR_2 PM_AR_3 PM_AR_4 PM_ALL_1 PM_ALL_2 PM_ALL_3 PM_ALL_4 ZSFJ_ALL_1 FG_ALL_1 FG_ALL_2 FG_ALL_3 FG_ALL_4 FG_ALL_5 FG_ALL_6 FG_ARFJ1 FG_DGFJ1 FG_DGFJ2 MS_XGS_SG1 TEMAXD_GQ1 TEMAXD_GQ2 TEMAXD_GQ3 TEMAXD_GQ4 TEMAXD_GQ5 TEMAXD_GQ6 TEMAXD_NE3 TEMAXD_NE4 TEMAXD_NE1 TEMAXD_NE2 TEMAXD_ZQ1 TEMAXD_ZQ2 TEMAXD_ZQ3 TEMAXD_ZQ4 MOD_DT6_S MOD_DT9_S TEMAXD4_H8 TEMAXD4_H8_SF TEMAXD4_H8_ZS_S TEMAXD4_H10_S MOD_DS1 MOD_DS2 MOD_DS3 MOD_DS4 MOD_DS5 MOD_DS6 MOD_DS7 MOD_DS8 MOD_DS9 MOD_DS10 MOD_DS11 MOD_DS12 MOD_DS13 MOD_DS14 MOD_DT1 MOD_DT2 MOD_DT3 MOD_DT4 MOD_DT5 MOD_DT6 MOD_DT7 MOD_DT8 MOD_DT9 MOD_DT10 MOD_ALL7 MOD_ALL8 MOD_ALL9 MOD_ALL10 MOD_ALL11 MOD_ALL12 MOD_ALL13 MOD_ALL14 MOD_ALL15 MOD_ALL16 MOD_ALL17 MOD_ALL18 MOD_ALL1 MOD_ALL2 MOD_ALL3 MOD_ALL4 MOD_ALL5 MOD_ALL6 TEMAXD4_H1 TEMAXD4_H2 TEMAXD4_H3 TEMAXD4_H4 TEMAXD4_H5 TEMAXD4_H6 TEMAXD4_H7 TEMAXD4_H8 TEMAXD4_H8_SF TEMAXD4_H8_ZS TEMAXD4_H9 TEMAXD4_H10 TEMAXD4_H DZ_ALL3 DZ_ALL4 DZALL_D1 DZALL_D2 DZALL_D3 DZALL_D4 DZALL_D5 Only_SP1 Only_SP2 Only_SP3 HUD_FHZB HUD_PMG20 HUD_SRS99 HUD_TCPL HUD_TCPLXD HUD_TCPLZCL HUD_TEBL HUD_void HUD_voidH HUD_voidT HUD_YJD TESDOOA2 TESDOOA3 TESDOOA4 TEMAXD1 TEMAXD2 TEMAXD3 TEMAXD4 TEMAXD5 TEMAXZ1 TEMAXZ2 TEMAXZ3 TEMAXZ4 TEMAXZ5 TEMAXT1 TEMAXT2 TEMAXT3 TEMAXT4 TEMAXT5 TEMAXF1 TEMAXF2 TEMAXF3 TEMAXF4 TEMAXF5 TEMAXM1 TEMAXM2 TEMAXM3 TEMAXM4 TEMAXM5 GRIFFIN_HD1 GRIFFIN_HD2 GRIFFIN_HD3 GRIFFIN_HD4 GRIFFIN_QX1 GRIFFIN_QX2 GRIFFIN_QX3 GRIFFIN_QX4 GRIFFIN_SP1 GRIFFIN_SP2 GRIFFIN_SP3 GRIFFIN_SP4 GRIFFIN_XY1 GRIFFIN_XY2 GRIFFIN_XY3 GRIFFIN_XY4 TEALL1 TEALL2 TEALL3 TEALL4 TEALL5 TEALL6 TEALL6_SD TEALL7_SD TEALL7 TEALL8 Only_ALL1 Only_ALL2 Only_ALL3 Only_ALL4 Only_ALL5 Only_ALL3D1 Only_ALL3D2 Only_ALL3D3 Only_ALL3D4 Only_AR1 Only_AR2 Only_AR3 Only_AR4 TEALLSP1 TEALLSP2 TEALLSP3 TEALLSP4 TEALLSP5 TEALLSP6 TEALLSP7 TEALLSP8 TEONLYSM4A5
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
AllowGadgetAttachments True
AllowSlideAttachments False
AllowPumpAttachments True
AllowAccessoryAttachments True
NumGenericAttachmentSlots 8
//NEW2333
ReloadSoundRange 4
GunSoundRange 14
LastShootSound MS_DWShoot
EmptyClickSound MS_DWShoot
// 1
