//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name Black Hawk 11.7
ShortName TEJimy_CICB09
//弹药名称(短名)
consumeBulletType 6
bulletsPerReload 1
Ammo Jimy_CICB09Ammo
Icon TEJimy_CICB09
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 16
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1
//杀伤力
Damage 10
//ShapelessRecipe TEBHSZN
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 5
//循环时间
ShootDelay 11
ShootSound CB09Shoot
ReloadSound CB09Reload
BulletSpeed 16
Mode FullAuto BURST
NumBurstRounds 2
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope CEASGO
ZoomLevel 1.7
FOVZoomLevel 1.3
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEJimy_CICB09
Texture TEJimy_CICB09
ModelScale 0.17
//组件设置
Description §i[技能设备(6)]§7消耗：1%_§a武器种类>§7CB-复合弓_§a装备类型>§7装备武器_§7[by Jimy&2403 / 改建]
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
NumGenericAttachmentSlots 0
ReloadSoundRange 1
GunSoundRange 3
// 8
//涂装格式“Icon/text”
