//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name TEHeiTA
ShortName TEHeiTA
//弹药名称(短名)
consumeBulletType 7
bulletsPerReload 3.4
Ammo ZL357Ammo1
Icon TEHeiTA
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 75
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 13
RandomRecoilRange 0.6
RandomRecoilYawRange 0.6
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 13
//MeleeDamage 0.1
//5
//这个值越高，子弹时速的越高
Accuracy 1
//循环时间
ShootDelay 5
ShootSound HE_SaulX09Shoot
ReloadSound TEHeiTReload
Mode SemiAuto
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
BulletSpeed 35
//机瞄设置
Scope None
ZoomLevel 1.0
FOVZoomLevel 1.2
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEHeiTA
Texture TEHeiTA_2403
ModelScale 0.28
//组件设置
Description §a[随身弹药(7)]§7消耗：3.4%_§a武器种类>§7RHG-转轮手枪
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments true
AllowScopeAttachments false
AllowStockAttachments false
AllowGripAttachments false
AllowGadgetAttachments True
AllowSlideAttachments False
AllowPumpAttachments False
AllowAccessoryAttachments True
NumGenericAttachmentSlots 8
// 4
//涂装格式“Icon/text”
