//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name MAC10 9mm速射冲锋枪
ShortName TEIDW
//弹药名称(短名)
consumeBulletType 1
bulletsPerReload 2.9
Ammo TE919Ammo
Icon TEIDW
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 35
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1.4
RandomRecoilRange 1.4
RandomRecoilYawRange 1.4
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 4.1
//ShapelessRecipe TEMAC10
//MeleeDamage 0.1
DistortSound False
//4
//这个值越高，子弹时速的越高
Accuracy 4
//循环时间
ShootDelay 1
ShootSound TEIDWShoot
ReloadSound TESMGReload2
Mode FullAuto
BulletSpeed 9.0
//机瞄设置
Scope TEHD_GUI
ZoomLevel 1.1
FOVZoomLevel 1.1
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEIDW
Texture TEIDW_2403
ModelScale 0.45
//组件设置
Description §a[轻型弹药(1)]§7消耗：2.9%_§a武器种类>§7RSMG-速射冲锋枪
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments true
AllowScopeAttachments true
AllowStockAttachments true
AllowGripAttachments true
NumGenericAttachmentSlots 0
//NEW2333
ReloadSoundRange 4
GunSoundRange 6
LastShootSound MS_DWShoot
EmptyClickSound MS_DWShoot
// 5
aimFixedYOffset 0.245
//左右微调
aimSwitchOffset 0
//前后微调
aimFixedOffset 0
//瞄准进度（开机瞄多久后呈现自定义的角度，我一般是步枪0.5比较自然）
aimSwitchProcess 0.5
