//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name MS M16
ShortName JM_214416_BD
consumeBulletType 4
bulletsPerReload 20
Ammo TEGL416
//JM_214416_BDAmmo
Icon JM_214416_BD
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 50
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 6.4
RandomRecoilRange 4.3
RandomRecoilYawRange 4.3
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 9.2
DistortSound False
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 12.8
//循环时间
ShootDelay 7
ShootSound TEAGS30Shoot
//TE20mmShoot
ReloadSound TEAR1Reload
Mode FullAuto
BulletSpeed 10
//6.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope AC_GUI
ZoomLevel 1.4
FOVZoomLevel 1.4
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.inventivene
Texture inventivene_AC
ModelScale 1.0
MoveSpeedModifier 0.6
//组件设置
Description §i[重型弹药(4)]§7消耗：20%_§a装备类型>§7AC-自动火炮
//
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
AllowGadgetAttachments True
AllowSlideAttachments False
AllowPumpAttachments True
AllowAccessoryAttachments True
NumGenericAttachmentSlots 8
//NEW2333
ReloadSoundRange 4
GunSoundRange 30
//LastShootSound MS_DWShoot
//EmptyClickSound MS_DWShoot
// 1

CasingModel WE_GUN.TE556dk
CasingTexture TE556dk_2403
FlashModel WE_GUN.TEM61Flash
FlashTexture TEARHBFlash_6
