//最后战线制作组编写，版权所有 翻版必究
//作者：2403
Name ST AR-15
ShortName TEG11_K3
//弹药名称(短名)
consumeBulletType 2
bulletsPerReload 5.5
Ammo TEG11Ammo
Icon TEG11_K3
//图标颜色:红色，绿色，蓝色, 最高填写 255.
//弹药装填时间, 1=20/1秒
ShowCrosshair True
ReloadTime 55
//所有武器的后坐, 例如 : Sten = 1, Mp40 = 3, Kar98kSniper = 20
Recoil 1
RandomRecoilRange 0.6
RandomRecoilYawRange 0.6
DecreaseRecoil 0.01
DecreaseRecoilYaw 10.0
//杀伤力
Damage 4
//MeleeDamage 0.1
//4
//这个值越高，子弹时速的越高
Accuracy 5
//循环时间
ShootDelay 1
ShootSound TEG11Shoot
ReloadSound TEAR1Reload
Mode BURST SemiAuto
BulletSpeed 16.0
ShowRecoil true
ShowAccuracy true
ShowShowCrosshair True
//ReloadTime true
//机瞄设置
Scope ACOGTZY2
ZoomLevel 1.5
FOVZoomLevel 2.0
//部署设置(正常的枪都没有...)
Deployable False
DeployedModel None
//模型设置(没有模型请无视)
Model WE_GUN.TEG11_K
Texture TEG11_2403_K3
ModelScale 0.33
//组件设置
Description §9[步枪弹药(2)]§7消耗：5.5%_§a武器种类>§7AAR-攻击步枪
AllowAllAttachments false
//列出所有的附件允许对这把枪使用的配件名，用空格分隔(如丧病的最后战线枪械配件)
AllowAttachments 
AllowBarrelAttachments True
AllowScopeAttachments True
AllowStockAttachments True
AllowGripAttachments True
NumGenericAttachmentSlots 0
// 2
